,comments,score
19236,这次入手的是红色， 128G的，内存够用的。外壳红色真的超乎我的想象，比较清新，颜色很正，我很喜欢的。运行速度也是可以的，足够自己玩的啦。待机时间挺长的，充一次电差不多可以玩一天，这个要看你自己怎么玩的啦。买回来手机要好好的保护。像素很清晰。京东快递隔天就到了，体验中国的速度，速度真的快。,1
19237,十月三号4169买入，十一月七号同款到手价3599。新款手机就这么掉价，想入手的好好考虑下吧。新款手机这么多年头一次见到这么掉价的8月份新出的机型就搞这样，可笑。感觉坑的心里非常不舒服。以后不会再买这个牌子手机了，到此为止！！！,0
19238,两年前买的手机太卡了，重新换一个新的，紫色真的太好看了，颜值好高！屏幕也很大，打游戏看电视也很爽，初步操作了一下，也不卡，希望可以用久一点。,1
19239,手机发热，电池也不行，信号不好，还不给退,0
19240,别让米粉失望，给个交代。,0
19241,买来送给父亲的，父亲很喜欢，国家品牌，系统很流畅，用的也很不错，很快就上手了！\n外形外观：大气美观\n屏幕音效：曲面屏音质不错\n拍照效果：拍起来也很好\n运行速度：很给力,1
19242,外形外观：买的粉色，很好看，细节做的很美\n拍照效果：现在真的是爱不释手，拍照分辨率特别高，色彩也很好看，不用滤镜都可以。\n运行速度：速度没的说，s系列的都很不错。,1
19243,宝贝收到，很满意！首先发货还是很快，虽然等了几天，但还是可以理解的！之前一直用华为，从P10到P30，再到这款手机，华为在发展，科技在进步，支持华为，支持国货！赞赞赞！,1
19244,收到货初步感觉挺惊艳的，满足了我的要求，可以直接显示sim卡的联系人，也可以显示双城天气。整个机子大气，屏幕显示清晰，运行很快,1
19245,没有充电器没有耳机，效果什么的，也就那样吧！\n屏幕也没有很大\n双卡双待\n电量消耗很快，待机时间不长。\n总之，不值得购买，2000元左右的华为跟这个也没啥区别，何必买那么贵的呢？交智商税了。,0
19246,外形外观：手感超级好，就是不防指纹\n屏幕音效：搭配X轴震动器 首钢超级棒。\n拍照效果：1个E像素 妥妥的\n运行速度：天玑9000处理器棒棒的,1
19247,拍照发黄。**。下次还是官方或者实体买吧,0
19248,跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！手机手感非常的好，音质也不错！刚开始还担心我用不习惯，看来我想多了。还有不同ui界面的切换，装cha感觉十足！性价比也很高，值得推荐！,1
19249,外观很漂亮，手感非常好，玻璃后盖很有科技感，120W快充也太顶了！性能杠杠的?,1
19250,ios系统一如既往的流畅，系统其实有很多的快捷操作，一般人会用的估计五分之一都没有。系统的封闭性没有安卓使用的那么多灵活性，同时ios的下的app比安卓下规范很多。airpods用在苹果手机上确实是绝配，同样的歌在ios听起来质感更强。屏幕优秀，续航也很给力。信号?是真的差呀，wifi信号差，比不上18年的安卓机，4G5G信号确实寒酸，嗐,1
19251,不好用，大家不要买，拍几个照片就发热，还说不是质量问题。送回去检测说有检测报告给我 也没有，买了就是哑巴吃黄连，有苦说不出。不要买,0
19252,真好，刚买了就降价300,0
19253,外形外观：小巧，美观，手感很好\n屏幕音效：很喜欢\n拍照效果：不错\n运行速度：流畅，效果很好,1
19254,k50pro很心动，充电比我k40pro块多了，20分钟基本上就满了，耗电比k40pro少点，屏幕效果好了很多,1
19255,客服不行，跟客服小妹沟通不了。服务差。,0
19256,没有充电器   差评,0
19257,手机运行快，像素特别好，很人性化，打游戏那叫一个爽,1
19258,手机非常满意，冲着这个颜值和配置来的，三星换小米没有让我失望，非常不错，还有人脸识别是我没想到的，本以为没这功能，比较惊喜,1
19259,以后还是到官网买。其他没有保障,0
19260,买了十多年的手机，买了n多部手机，第一次碰到不配备充电设备的，不管客户需要不需要充电设备，是必须配备的，客人需不需要，不能够代表你原厂出来的，不带配电设备，所以说这手机值得人怀疑到底是不是原厂出来的？,0
19261,刚买完就降价，我是觉得你们把我当猴耍。,0
19262,**，刚刚买就降价200玩毛喔,0
19263,京东，你干嘛删我评论？软件检测出翻新你不承认？全新的钱买二手货，不愧为***&bull;,0
19264,没有解决问题，京东自动关闭，真欺负人啊，去哪可以投诉京东平台,0
19265,垃圾真的垃圾亏我这么相信华为，买回来还没多久就出现了莫名黑屏，屏幕无法滑动,0
19266,收到快递后，用了几天才来评论，和我的P40P一模一样大，比p40p薄一点，轻一点，手感那是超完美，用了几天回不去了，数据完美迁移到新机，开机后系统一模一样的完美。p40p就留给小孩学习用了。,1
19267,中奖了，感觉是后封机，不过我实在懒得换了。,0
19268,没满7天降价还不给保价。,0
19269,手机收到了，非常满意。带着手机贴膜和透明手机壳。物流很快。用起来很流畅，摄像头很清楚,1
19270,888处理器没得说，速度很快，热量也很充足，2k屏幕感觉很细腻，显示效果很好，55瓦快充，是真的快，用惯了再也忍受不了苹果，,1
19271,此用户未填写评价内容,0
19272,价保也不提醒，以为自动到账呢，手机也经常自动关机，还是过了保质期才出现的，垃圾,0
19273,没心情，刚买完就降价，又没有补差价,0
19274,我已经不想多说，我再也不会在这个平台上买东西，新手机才用178个小时，卡顿不退，差评差评差评,0
19275,出了问题。修了快一个月了。还没收到我,0
19276,外形外观：美美哒\n屏幕音效：足够大\n拍照效果：完胜\n运行速度：略胜一筹\n待机时间：有待加强\n其他特色：快捷键太好用了,1
19277,从s9+换过来的，挺好的，屏幕大了好多，很流畅，,1
19278,外形外观：老款旗舰，还能再战\n屏幕音效：很不错，依然流畅\n拍照效果：很棒\n运行速度：顺畅\n待机时间：不错的\n其他特色：实惠，买吧,1
19279,送货非常快，在农村昨天下单今天就收到手机了。打了几盘王者也不热，做工非常好，看起来很精致，运行速度很快，满意。,1
19280,首先，买了3天就降价。其次，电池不行，太不行了！撑不住一天！老公已经彻底放弃不用了！手机运行特别热！奉劝谨慎入手,0
19281,电用的快，如果说用的是台积电的5**工艺就NB了,0
19282,手机不耐电送的东西也没用,0
19283,手机性能很给力，运行速度快，屏幕清晰，运行速度快，满意。充电速度贼快，一会儿就充满了。\n小米6用了4年半，这手机就是新的五年计划?,1
19284,可能是运气不好 买了个垃圾手机 用了一个月不到 来电不亮屏 有时死机自己熄屏 开不了 大家以后买这款手机 一定要慎重啊 兄弟们,0
19285,外形外观：时尚，\n屏幕音效：质量声音好听\n拍照效果：好，像素高\n运行速度：快，一般都够用\n待机时间：时间还可以\n其他特色：大小合适，适合手握，非常喜欢，值得购买，价格合适,1
19286,外形外观：手机很轻 手感非常好\n屏幕音效：屏幕是三星的特色 显示效果非常好\n运行速度：没有卡顿过,1
19287,垃圾手机，刚卖的手机，充电器就有接触不良问题,0
19288,手机有问题无法上网,0
19289,包装好看，盒子不舍得扔掉,1
19290,外形外观：美滴很\n屏幕音效：完美\n拍照效果：美\n运行速度：快\n其他特色：好看\n待机时间：长\n快来快来买,1
19291,外形外观：外观设计的漂亮\n屏幕音效：声音大小刚好\n拍照效果：效果杠杠滴\n运行速度：挺快的,1
19292,经常死机，卡顿，严重怀疑翻新机！史上最差手机，配不上12+256，骁龙8gen1这几个字,0
19293,趁着搞活动买还是很划算的，外观精致漂亮电池续航能力好，操作流畅顺滑，整体手感也不错，很喜欢,1
19294,好好好，性价比非常高，天鸡9000无敌的存在，买来当备用机的有dc调光适合晚上使用，而且找网上教程可以2k+120hz+dc调光三开，之前一直使用三星手机就为了三星屏幕拍照外放的，用了几天这款手机感觉和三星差距也没那么大，而且这款手机打王者非常流畅发热比888低好多全特效稳定90针，还有很多很多优点比我的三星s21u好的多了。,1
19295,东东非常的实惠，京东十分的给力！\n超乎想象的完美！手机握感舒适度极佳，颜值超高！\n值得拥有和推荐！,1
19296,外形外观：颜值很高，大小合适，握持感很棒。电池感觉还挺耐用的，不知道是不是刚买软件比较少的原因。系统流畅，毕竟是苹果的特色。拍照效果挺好的,1
19297,外形外观：外观很漂亮\n拍照效果：拍照漂亮\n运行速度：运行速度快,1
19298,外形外观：很不错，白色的很经典\n屏幕音效：不错不错，显而易见的好\n拍照效果：没感觉，挺不错的吧\n运行速度：更流畅，不愧是果\n待机时间：还行还行,1
19299,买了十几天就降价200多，记得以前京东保价好像是保一个月的，所以想到618活动通常6.1开始搞早点买了也挺好，结果申请保价发现这次只有7天的时间。11年京东忠实用户，9年小米忠实用户，这次的表现确实对两家企业都有点失望了。,0
19300,界面美观，屏幕很大，手机很好，手感不错，外观好看，正品，系统流畅，极速充电,1
19301,京东真的很适合买大件，值得信赖，我很满意，iPhone13很好看，手感好，拍照效果也好，但是感觉还是有些耗电.,1
19302,这应该是唯一一部能跑满1000m带宽的手机了，音质非常不错，听了怀孕哦，手机发热控制的不错，非常完美，手机手感轻薄，满满高档感觉，2K三星屏幕显示特别清晰，值得推荐，值得购买，非常好，下次还买，价格也合适,1
19303,千呼万唤始出来！终于盼到啦！性能绝佳！手感绝佳！玩游戏刷视频的神器~~外形中规中矩，适合成熟稳重的朋友使用。,1
19304,外形外观：稳重大方，中规中矩，手感很好\n屏幕音效：很好，屏幕清晰不刺眼，音响效果很棒，听歌、看电影感觉身临其境\n拍照效果：清晰，非常清晰，拍出来色泽度饱满，实体感很强\n运行速度：很快，很流畅，没有一点卡顿\n待机时间：比较长，一天多，比较满意\n其他特色：老婆早就想买了，正好搞活动，果断入手，老婆比较喜欢。,1
19305,打游戏就别买了，我都买后悔了，还不如我的iqoo7发热严重不说掉帧卡顿经常事，除了屏幕好点其他毫无亮点，电池不耐用，和平精英满电90帧两个小时都扛不住，还有直播间买的，整点下的单，赠品半个月了也不给发，这手机打游戏真的太拉夸了，不要说游戏手机了**。,0
19306,外形外观：大大大。很重，\n屏幕音效：不错，音质好，\n拍照效果：清晰可见。放大不失真\n运行速度：快快，秒杀同价位\n待机时间：一天充一次。。。,1
19307,"小米手机已经用过好几个型号了，小米2s,红米noto4,小米10等，用起来一直很好，最近小米10摔坏了，重新购买手机还是优先考虑小米手机，看到小米11的评价，心里还打鼓，但是对于小米的信任战胜了我，最终下手了小米11.拿到手机后还是挺惊艳的，实物比图片好看，游戏上只玩王者荣耀，发烫可以接受的程度，屏幕很清晰，整体感觉很好，京东也很值得信赖。",1
19308,手机用不到一个月就出现软件闪退，卡顿，第一次买小米，可能也是最后一次,0
19309,待机时间：待机时间很短，我定的是国行的发的越南版的！信号不稳定！,0
19310,手机还行。续航太差了。。。太差了。。。太差了。。,0
19311,用了两个多月就开始出现死机的现象，打游戏还经常自动闪退服了,0
19312,"小米12手感非常好,尺寸小可以单手操作,屏幕显示很清晰,拍照更是完美,感觉很满意,比前一代升级了很多。还有这个紫色的颜色特别棒,也不是特别的娘,男生女生都可以,紫色真的感觉特别的好看,而且采用的是最新一代的骁龙八处理器,运行速度非常快,新系统也非常的流畅,一直用小米用着很顺手,爱了爱了",1
19313,您没有填写内容，默认好评,0
19314,手机用了一两小时就发烫。,0
19315,外形外观：好看，颜值高\n屏幕音效：杜比音效真不错\n拍照效果：三星的拍照yyds\n运行速度：可以，完美运行\n待机时间：目前还行，电池确实小了些,1
19316,外形外观：洋气简单时尚\n屏幕音效：音乐手机。音质嗷嗷叫\n拍照效果：特别清楚，，像素很好。\n运行速度：反应贼快，，很喜欢。。\n待机时间：续航表现也不错\n其他特色：感觉总体很满意，活动期买的，性价比高，信赖三星。。,1
19317,手机高清语音通话无法关闭,0
19318,这就是华为手机，每天都这样，卡死了按睡眠键都要等5秒才黑屏，关键开屏还会继续卡,0
19319,很好的手机，第一次接触这个品牌。尤其打游戏，很多特别的游戏配置。挺好的。,1
19320,很卡，感觉滑动都不顺滑，还没我之前的neo3好用呢,0
19321,整体很好！便宜中的战斗机~~~~~\n运行速度：很快~\n拍照效果：中等~\n屏幕音效：中上~\n外形外观：舒服~,1
19322,用不到2个月黑屏了。找不到售后,0
19323,拉倒吧，暂且不说价格掉的厉害，不到一个月掉500，盒子都是划痕还有灰，跟货底子是的。你们就这么做吧，给你们商家个大拇指！,0
19324,米粉 手感用起来很好 可以单手操作 安卓首选小米系列\n外形外观：很好看\n屏幕音效：很好\n拍照效果：清晰\n运行速度：很好\n待机时间：超长,1
19325,绿色非常的好看 ，很有质感 \n充电器超大 充电超快 \n玩手机一点都不卡 \n后置摄像头像素也很清晰 效果很好,1
19326,买来送人的，说很好用，速度很快，鸿蒙系统很棒，,1
19327,这么好看的iphone12还犹豫什么呢，奶白奶白的，真的太漂亮了，京东保障，最稳当踏实的保障_不要犹豫了，推荐_推荐。冲吧少年。,1
19328,怀疑是退货机，无取卡针，无说明书,0
19329,买回来两天降价一千还没有差价补,0
19330,电池容量不行发烫严重不保值一直降价,0
19331,很好用，还是华为不错，\n外形外观：好看\n屏幕音效：不错\n拍照效果：嘎嘎好用\n运行速度：挺快的\n待机时间：还好\n其他特色：鸿蒙系统用着还习惯，挺好用，热烈推荐,1
19332,这几天一直等手机发货，但是实在是太难了，一星给物流。也看了很多人的评价，到没有一个有照片的，不禁怀疑真假。首先我是第一次用小米手机，买给老婆，原本准备买reno5+，因为24免息。但后来雷老要和我交个朋友我就选择了他。手机很轻，也不是很厚，挺长的，打游戏估计使用效果不好。不得不说这个刷新率是真的可以，屏幕的感觉也很棒，相机效果也不错，和我的p30一比差距就有了。这音响太棒了，简直是影院级别的。爱了爱了，这价格买这手机不亏。希望对人有所帮助,1
19333,手感一级棒，开始还担心1080p的屏幕会不会也颗粒感。拿到后完全放下顾虑。建议入手，早买早享受！,1
19334,垃圾，买回来两天，各种质量问题，还售后拿回去检测，检测完你说没问题？瞎了眼买三星,0
19335,外观大气炫酷，音效特别好，拍照也清晰，运行也流畅，不卡顿，充电也不卡顿！,1
19336,手感一流，外观可以，系统有些臃肿，时有掉帧，待优化。无线充电反应快，很好的备用机。,1
19337,手感特别好，而且颜色也特别经验，性价比超高啊,1
19338,真奈斯，手机颜色橙色的，看的很有游戏机的感觉，目前体验没有问题，成功下车。,1
19339,手机不耐电送的东西也没用,0
19340,华为烂手机，打游戏最低配置，十分钟烫手烫的碰不了屏幕，什么辣#西，找客服，客服让你寄修，什么辣鸡玩意，啥也不干，蓝牙耳机听歌十来分钟烫手，卡的动都动不了，以前p30Pro用了三年也比新买的强，辣鸡华为辣鸡客服辣鸡售后,0
19341,花四千块钱买了个热水袋，玩游戏发烫得厉害，还强退，指纹解锁灵敏度不高，屏幕色彩太一般，电池真怀疑是不是冒充数的，正常用还没我之前荣耀的的电池用得久，第一次买小米感觉失败品了，早知买华为了,0
19342,一直用的三星都习惯了，主要三星屏显好，这次双十一搞活动价格很合适，之前用的s8直接换s21了，用三星换机助手很快文件照片就转到新电话了，很方便。用着很快，很顺畅～不错！,1
19343,红米手机实在太棒，手握感比某果轻薄，功能强大的难以置信。说下自带的相机编辑能力，更是不得了。,1
19344,什么东西一个月自己就坏了，不支持小米，电一会就没了，，，，,0
19345,心心念念的iqoo9终于买到了，5号错过了10点之前的百分百超值换新权益，只有80%了买了之后，不过6-8号又有100%了，太无语了，没去看也错过了，到货了，手机屏幕很大，充电很快120w充电嘎嘎的，屏幕素质不错，马达也很舒服，传奇版宝马联名就差一辆宝马了，等我明天去提一辆宝马a6,1
19346,iqoo9真的非常棒，外观非常的惊艳，使用非常流畅，充电飞速，强烈推荐！！！,1
19347,摄像头1倍变焦抖动厉害，拍照模糊，对焦也没用。手机才一个月，没摔没碰保护很好，售后去过说从来没遇到这样的问题。从苹果换三星，结果让人失望了。,0
19348,用习惯了苹果手机，感觉11比12好用一些，就买了11，买了个大内存，应该能用久一些，使用感很好，玩游戏很流畅，价格也赶上便宜的时候了,1
19349,物流发货快，隔天就到啦，手机很漂亮，比之前用的手机大，用着很顺手也很流畅，黑色大气上档次，既好看，又好用，绝绝子，喜欢喜欢！,1
19350,"VIVO  IQOO，很个性的Logo设计，第一次都不知道? ，这款手机搭载骁龙870独立显示芯片，是专业的电竞手机，运行速度超乎你的想象[调皮]双模5G,66w闪充，充电速度如飞一般感觉。虽然第一次用VIVO手机，但体验超出预期！外观设计新颖，真心推荐！！支持国产，国货必定崛起[微笑]",1
19351,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,0
19352,收到货第一时间就把玩了一下，非常喜欢。\n外形外观：外观圆润\n屏幕音效：音效不错\n拍照效果：拍照清晰\n运行速度：上网超快\n待机时间：有待观察\n其他特色：主要是在5g网络中上网玩游戏运行超快，点赞!,1
19353,HUAWEI P50 原色双影像单元 搭载HarmonyOS 2 万象双环设计 支持66W超级快充 8GB+256GB雪域白 包装完好送货快服务好，平时也不玩游戏用着挺好的，充电非常快。,1
19354,手机有问题不给处理，检测的人一直在推脱，就是不承认，根本不想处理，特别失望的一次购物，以后这种电子产品还是别从这里买了，长教训了。,0
19355,性价比很高，不愧是三星旗舰机，颜值担当，拿在手里很舒服，无论拍照还是工作生活使用，的十分的满意！,1
19356,发布会开始就一直心心念念，纠结了很久   总算是到手了 2K的屏幕很清晰  1亿的像素更是牛牛   5000毫安的大电池  120W的充电   不愧是天机9000   爱了爱了,1
19357,体验很差，经常莫名其妙的卡死，玩个游戏，游戏被禁止访问网络，每次重启都需要重新设置,0
19358,买的早的送耳机，现在买的晚的送耳机，就我这不早不晚的啥也不送！！,0
19359,华为的品牌真的是太棒了，一直在用\n\n但是我想给差评！差评！差评！\n\n买这手机我都没看配置，没看大家的评论！\n\n因为信任！\n\n好了！不要再绑架了！ 以后多观望吧！\n\n希望大家买的时候多看看，多了解，少吃亏！毕竟自\n\n己的钱是合法所得。,0
19360,辣酱，不会用，触屏有时不准,0
19361,运行速度：速度很快\n拍照效果：拍照我觉得大家都差不多\n屏幕音效：显示也不错，比较喜欢直屏设计不容易摔碎\n后壳工艺感觉欠缺一些质感，不像是快五千的手机，希望可以再打磨一下。以后设计更精美\n充电速度太舒服了，用了就回不去了。\n界面动画也很精美，我觉得打爆了小米12.5增强版和荣耀5.0。,1
19362,真垃圾 充电慢 应用还卡 别买别买 真的太垃圾了,0
19363,为啥一回到桌面就弹出广告，点了之后还自己下载软件。用小米就不会这样，体验真是差,0
19364,手机是我用过的手机里面发烫最严重，卡顿最严重，电池不耐用，最最最关键的是信号差的让人彻底无语,0
19365,可以一个手操作，在光线很暗的情况下屏幕也看得很舒服。电池的话，不打游戏不怎么玩，一天半。性价比高，价钱适中。非常，不错，大赞。,1
19366,手机真的很不错，反应速度快，游戏顺畅，之前就想买7，还没等买，8就出来了，果断下单，平时喜欢玩游戏，不错的选择。,1
19367,从iqoo7换到iqoo8，除了屏幕没iqoo7好，其余都比爱酷7好，特别是体积是最满意的，如果对屏幕要求高的话就不推荐爱酷8。,1
19368,真的无语，买来没动过，发现手机卡槽拿不出来。,0
19369,垃圾以后不卖了,0
19370,外形外观：苹果11的外形真的是非常的漂亮，不管他的线条还是它的做工真的看起来非常有质感非常的流畅手拿起来是真的是像奢侈品一样。\n屏幕音效：屏幕一印象是非常的棒，她比之前的iPhone X真的是要更先进。\n拍照效果：像素很清晰，非常的清晰。?\n运行速度：运行速度，这是苹果手机的公认的，她非常的流畅，一点都不卡。?\n待机时间：待机时间在七个小时左右完全可以满足一天的需求。?,1
19371,IQOO9 12+256g 后壳是玻璃的，手感很好。\n钢化膜还没到不敢撕出厂膜，指纹解锁很快。\n打游戏不卡，扬声器的话还可以，摄像头拍照很清晰。\n20分钟以内充满电，续航可以，一个晚上掉电1%左右。\n京东快递很快，早上下单下午就到了,1
19372,送的充电器没收到，商品还好,0
19373,新手机都会卡死没反应,0
19374,速度很快，银迹好看，充电速度已经超出预期。小米满满的诚意，不仅价格很香，出产自带贴膜，自带的膜稍微不太满意，送手的机壳体验还可以，之前的Redmi Note 11 Pro 5G致换成K50，体验很棒。,1
19375,外形外观：挺好看的。直屏手机，打游戏也很方便。\n屏幕音效：音效还不错。声音也很大\n待机时间：待机时间打游戏的话一下午没有问题，充电从零开始啊20分钟就能充满。,1
19376,手机发烫严重，视频＋刷淘宝就卡的不动,0
19377,用了四年的荣耀20退休了，试用过好几款手机，最终仍然选择了华为，虽然是4G，但目前没有5G需求，入手nova9，鸿蒙系统好评，很流畅。用了一段时间，没有发热现象；照相功能也很好。电池容量有点小，一天一充。特别适合单手操作！推荐！,1
19378,手机有时候莫名其妙的失灵,0
19379,手机比想象中好用，很新，外形好看，拍照还自带美颜，运行速度比我想象中要快，总体来说还是可以的,1
19380,外形外观：方正，商务气息浓\n屏幕音效：显示效果一流，外放效果很好\n拍照效果：一流！\n运行速度：快！很快！\n待机时间：刚用，重度使用，一天一充\n其他特色：一直用三星NOTE系列，上一个NOTE8，用了两年，一点不卡，就是屏幕有点老化了，且不支持5G，所以才下决心换机的，用了两天，感受很好！附送了手机外壳和无线充电器，挺不错,1
19381,京东自营店！真牛啊！手机扬声器杂音！要求换货！直接给我原路返回！问啥都是回复不知道！打客服电话。客服说你可以卖掉！我的天哪，颠覆了我对京东自营的售后三观！你们可真棒棒！,0
19382,名符其实的&ldquo;瞎眼屏&rdquo;，治改了多年爱看手机的老毛病！连续看一个小时，双眼胀痛、流泪。用也不能用，退也不能退&hellip;&hellip;,0
19383,贪小便宜买了个翻新机,0
19384,拿回来几天就开始卡卡卡，得重启,0
19385,外形外观：直屏2K分辩率爽\n屏幕音效：声音挺大的，我哥很喜欢\n拍照效果：1亿的拍照效果还是杠杠滴\n运行速度：天玑9000处理器，台积电代工4纳米工艺不错,1
19386,刚买完就降了750元，不高兴,0
19387,"一次用 vivo 手机,购物体验很不错。充电时间非常快,半个小时就能充满电。屏幕高刷非常丝滑,玩游戏很爽。新系统很漂亮,可玩性很强大。",1
19388,外形外观：超级超级好看!这个颜色颜值贼高，手机外形极为美观，很漂亮，拿手里刚刚好!\n屏幕音效：很不错，屏幕清晰，音效很棒\n拍照效果：超级好，是这个手机的一大亮点吧，很清晰，模式也很多\n运行速度：超级快，一点也不卡\n待机时间：很长，掉电速度比较慢\n其他特色：很满意，还是正品，支持京东!,1
19389,手机发布的第一天就下单了，第二天到货。\n物流很快，效率很高。\n手机到手真的很美啊，主要也是要支持华为，支持国货。,1
19390,挺好的，屏幕显示清晰非常的流畅。打游戏也不卡。特别流畅，特别清楚。尤其是120瓦超级闪充。10多分钟就能充满。,1
19391,手机特别好看，而且是曲面屏，运行很流畅，镜头外形和nova8pro我觉得很相似，这个颜色很特别，一眼就能看到。普罗旺斯，真的很亮,1
19392,直接入手了这个三星S22，真是非常好看的。这个是预订的超小杯。不得不说。高通骁龙处理器还是不错的。这是3710的续航。也够日常使用。边框控制得非常好。不得不说，真是一个好手机。**预购的小杯到了。\n边框控制十分恐怖，但这几乎就是安卓小屏党的唯一出路了,1
19393,已经再用小米12了，手感超好，我是从小米9换过来买买米12的，最大的感受是电量的大提升，新机还支持查看健康度。\n屏幕音效：屏幕校准过的就是好\n\n运行速度：速度很快，比上一部小米更好,1
19394,到手用了两天。银迹灰很符合我的审美。握持感还不多。系统流畅度没得说。充电速度解决续航焦虑。机无完机，2999还要啥自行车呢,1
19395,买了不到一个月就降价，故意后面还会降，建议观望，c,0
19396,失败的一次购物 太垃圾了三星的售后服务,0
19397,**，刚刚买就降价200玩毛喔,0
19398,性价比不咋高 还没有一加性价比高 劝大家没得时候要慎重去实体店多看看,0
19399,外形外观：后面的玻璃后盖摸起来很舒服，手感非常的细腻用雷总的话来说很高级的感觉，不沾指\n拍照效果：用一亿像数拍照细节满满，最喜欢的是微镜头拍花啊树啊植物上的每个根茎都能清晰呈现出来，夜景也超棒的\n待机时间：用手机比较频繁每天都最少7小时以上一天充电一次不够用，两次用不完哈哈这个对我来说待机很棒\n运行速度：更新了12.5更是如虎添翼，特别喜欢这个隐私安全的系统,1
19400,说几个问题，连蓝牙耳机打电话声音还是从扬声器和听筒放出来，时好时坏，有时候会莫名其妙的卡顿，打游戏也是，总之，很垃圾，别买，唯一的好处就是充电很快。,0
19401,从15年就开始用小米，这是第四台小米的手机了，也是相当不错的手机，充电那叫一个快，屏幕大小刚刚好，运行也很流畅，喜欢！,1
19402,刚买的华为NOVA9手机不行，待机时间短，耗电快，手机还发热，适合冬天用，还不如旧手机畅享9呢？希望官方下架此款手机，太@，华为华为毫无作为。也太让人失望了，终于明白为什么很多人排队买苹果了，这是逼着我们崇洋啊，东西不行要承认，敢于担当，失民心者失市场。,0
19403,太快了，太流畅了，神机啊，充电速度第一，洗个脸刷个牙，电就满了，续航也是可以,1
19404,12.5开发版公测进不去几年的老号，系统bug多耗电快，5号订单月底才送到。,0
19405,手机很流畅，用了两周了，什么问题也没有，收到手机就查了，没有被激活过，赶上618活动力度比较大，就抓紧下单了，而且还有价格保护，很放心,1
19406,从s7用到s22老用户了，出来安卓机的共同毛病跟电池确实有点小之外其它都很好，最喜欢三星的屏幕,1
19407,颜色很漂亮，手感特别好，操作起来很顺畅，反应也很快，京东送货很快,1
19408,三星这几年最差S系列，发热，信号差，掉电快,0
19409,屏幕音效：屏幕绝对超一流，外形时尚，运行速度流畅，拍照效果也不错,1
19410,慎买哦！可能会是假的。,0
19411,活动价购的，物超所值，轻薄，照相功能不错，游戏还没安装，应该差不了，很喜欢,1
19412,宝贝不错，但是唯独没有充电器,0
19413,差劲，主打的19分钟差十万八千里了，刚用两天打开QQ这就黑屏了,0
19414,双十一期间买完就降价，没有诚信可言！,0
19415,用了一天发现电池也非常不经用，白天就没了，充电还慢！,0
19416,软件老是闪退。已经退货了,0
19417,用了半个月来的经历，手机黑屏3次，关机重新起动恢复，手机壳起层掉皮，手指轻微推动就会起层掉皮，多次联系客服说，手机壳不能换，三星手机原装壳就是这公差，以后再也不买三星手机了。,0
19418,买的时候是3299减优惠30，到货时候申请保价，退了差价198.结果没想到才用了两天，又降价，差160元每台，我一共买了两台，结果申请保价就不通过了&hellip;才两天&hellip;,0
19419,用了不到一个月就开始卡了，打游戏发烫还卡的要死，还是新机，真怀疑是不是垃圾堆捡的,0
19420,严重差评这种机子怎么敢拿出来卖的？用了一段时间发现触屏还有屏幕按键不灵敏，指纹解锁也不灵敏。。。。,0
19421,大名鼎鼎的小米11终于到手，迫不及待的使用，买的是最高配。这款屏幕真的是超级棒，是我目前用过最清晰的屏幕，除了打游戏发热，目前没有其他毛病，总体很满意。,1
19422,要买手机的，自己好好想想，你激活了，就算你手机是翻新的，你都没有理由可以退，劝你们别买了，买了就是后悔，耗电，卡顿，,0
19423,买完过完价保立即降价100，真正的缩水机，还好有30天无忧,0
19424,才几天时间，降到7799，还没有保价的,0
19425,终于买到心仪的苹果11了，绿色很好看，手机的手感也很好，使用起来非常的流畅，一点也不卡，像素也很高，拍照很清楚，内存也买了最大的！,1
19426,不是双卡双待，还描述的很好,0
19427,用了几天感觉手机很好！拍照功能强大！运行也很流畅！性价比超高，强烈推荐,1
19428,再也不相信iqoo了，经常卡死黑屏，太恶心了,0
19429,外形外观：外观没有电竟版好看，后盖非常容易粘指纹，闪光灯有一个是假的\n屏幕音效：外放声音太小\n拍照效果：一般\n运行速度：运行有时候卡界面，可能是系统的问题非常容易发热\n待机时间：不玩游戏的情况，反正我用不了8个小时，要两充，充电速度越来越慢了，刚买的时候21分钟充满，现在开着快充都要半个小时，充电头和手机都非常热。\n其他特色：红外遥控很多设备用不了，匹配不上，两个喇叭是真的小声。塑料中框非常容易掉色，戴着手机套都不行，总体来说还是不满意的，有点失望！\n侧边指纹解锁速度虽然很快，但是经常误触，不太方便。,0
19430,外形外观：外包装完好无损，手机检查了也没问题！没有划痕和A4纸现象！\n屏幕音效：比安卓机强很多！\n拍照效果：拍照也没有他们说的马赛克，看来真的只是部分机器有这个问题！\n运行速度：ios运行真的很流畅！\n待机时间：正常使用，待机两天没问题，重度使用一天也可以！\n其他特色：第一次用苹果，总体体验还可以！送了一年的意外保修！12期免息，十三香还是很香的！,1
19431,跌600，真的有点坑，买的不是时候,0
